customer_id,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,payment_method,internet_service,region,is_senior,has_phone_service,add_on_security,add_on_backup,add_on_streaming,churn
884,64,81.7,5217.62,1,Month-to-month,Mailed check,Fiber,West,1,0,0,1,1,1
1026,21,125.98,2615.56,0,Month-to-month,Mailed check,Fiber,West,1,1,2,2,2,1
2210,57,71.96,4112.79,1,Month-to-month,Bank transfer,DSL,East,1,1,0,0,2,0
392,45,27.83,1260.28,1,Month-to-month,Electronic check,None,South,1,0,1,2,2,1
3027,44,65.21,2970.76,1,Month-to-month,Electronic check,DSL,East,1,1,2,0,1,1
3357,58,69.59,4080.37,2,One year,Bank transfer,DSL,North,1,0,2,1,1,0
1994,4,78.1,293.6,0,Month-to-month,Credit card,DSL,East,1,0,2,2,0,0
2250,3,66.73,187.85,2,Month-to-month,Credit card,DSL,West,1,0,2,1,1,1
4867,28,74.58,2085.61,2,Month-to-month,Electronic check,DSL,West,0,1,1,0,2,0
3652,62,58.96,3751.41,0,Month-to-month,Mailed check,DSL,West,0,1,0,1,1,0
4776,64,75.49,4838.51,1,Month-to-month,Electronic check,DSL,North,1,1,1,1,2,0
2946,5,75.9,336.54,0,Month-to-month,Electronic check,Fiber,West,1,1,0,1,0,0
747,50,88.36,4498.27,2,Month-to-month,Electronic check,Fiber,East,0,1,0,2,1,0
1136,10,44.99,390.92,1,Month-to-month,Electronic check,None,East,1,0,0,2,2,1
3805,60,113.93,6765.03,2,Month-to-month,Bank transfer,Fiber,South,1,0,2,1,2,1
2504,8,76.48,638.19,2,Two year,Credit card,Fiber,East,1,0,0,2,1,0
1656,70,102.04,7155.06,1,Month-to-month,Electronic check,Fiber,West,1,0,2,2,2,1
4456,17,56.35,976.76,2,Month-to-month,Electronic check,DSL,West,1,1,0,1,1,1
4632,8,68.73,570.94,2,Month-to-month,Mailed check,DSL,West,0,0,0,2,1,0
1350,22,53.92,1180.27,0,Month-to-month,Bank transfer,None,South,1,1,0,0,1,1
2683,29,78.0,2231.87,2,Month-to-month,Credit card,DSL,South,1,0,2,2,1,0
1518,23,73.01,1629.73,3,Two year,Bank transfer,DSL,East,0,1,0,0,1,0
2390,14,81.02,1119.87,1,Month-to-month,Electronic check,Fiber,West,0,1,2,2,0,1
2048,56,66.76,3670.15,0,Month-to-month,Electronic check,DSL,West,1,1,1,1,1,0
2999,47,91.32,4366.01,1,Two year,Electronic check,Fiber,West,1,1,0,1,2,0
2125,59,37.56,2200.98,1,Month-to-month,Electronic check,None,South,1,1,1,0,1,0
403,46,96.52,4480.44,1,One year,Electronic check,Fiber,North,0,0,1,2,1,1
3484,43,91.92,3982.6,0,One year,Credit card,DSL,East,1,0,2,2,2,0
4107,30,62.79,1844.97,0,One year,Electronic check,Fiber,East,0,1,1,1,2,0
935,71,81.1,5739.43,5,One year,Electronic check,DSL,South,0,0,2,2,2,0
7,40,50.01,1987.99,0,One year,Bank transfer,DSL,South,0,1,0,0,0,0
1548,0,81.98,8.2,1,One year,Credit card,DSL,South,1,1,0,2,2,0
4507,13,104.06,1404.55,0,Month-to-month,Credit card,Fiber,East,1,0,1,2,1,1
2524,59,58.64,3485.59,1,One year,Electronic check,DSL,South,0,0,1,1,1,0
679,46,47.07,2191.04,2,Month-to-month,Bank transfer,DSL,East,1,0,0,0,1,0
218,33,71.74,2347.58,1,Month-to-month,Electronic check,DSL,West,1,1,1,0,2,0
2332,49,94.38,4636.13,1,Month-to-month,Mailed check,Fiber,South,0,1,2,1,2,0
2739,20,71.0,1448.11,1,One year,Electronic check,DSL,South,1,1,1,1,1,1
3186,49,72.79,3570.64,0,Month-to-month,Mailed check,DSL,North,0,1,2,0,0,0
2330,1,91.01,86.77,2,Month-to-month,Credit card,Fiber,North,0,0,2,2,0,1
4274,13,51.05,549.5,1,Two year,Bank transfer,None,North,1,0,0,1,1,0
3777,8,66.08,589.25,0,One year,Credit card,DSL,North,1,0,0,2,0,1
434,64,89.23,5772.94,1,Two year,Credit card,Fiber,West,1,1,1,2,1,0
2657,62,82.83,5113.41,1,Month-to-month,Bank transfer,DSL,East,1,1,1,1,1,0
4060,29,49.77,1498.91,1,Two year,Bank transfer,DSL,South,1,1,1,1,0,0
3185,26,94.84,2444.18,1,Month-to-month,Electronic check,Fiber,East,1,1,1,0,1,0
2109,28,89.44,2468.57,3,Month-to-month,Electronic check,DSL,South,0,0,1,1,2,0
3668,32,52.94,1677.05,1,Month-to-month,Bank transfer,None,West,0,0,0,2,1,0
88,45,78.08,3591.13,1,Month-to-month,Credit card,Fiber,West,0,0,1,1,0,0
441,48,70.68,3373.14,2,Two year,Electronic check,DSL,South,1,0,0,0,1,0
2979,69,74.77,5140.05,3,One year,Mailed check,DSL,West,0,1,0,0,1,0
4146,1,106.61,127.91,2,Month-to-month,Bank transfer,Fiber,West,1,1,2,0,2,0
1888,48,76.99,3720.27,0,Month-to-month,Electronic check,DSL,West,1,0,0,2,0,1
3114,29,89.77,2672.25,3,One year,Bank transfer,DSL,South,0,0,1,2,2,0
4991,34,36.19,1205.48,1,Month-to-month,Electronic check,None,East,1,1,1,0,0,0
2071,13,85.11,1110.96,0,Two year,Bank transfer,Fiber,West,1,1,0,0,2,1
4013,54,78.15,4180.1,1,Two year,Mailed check,Fiber,East,1,1,2,1,0,0
187,5,89.35,541.56,3,Month-to-month,Electronic check,Fiber,North,0,0,0,0,0,1
2215,1,58.44,92.94,2,Two year,Bank transfer,Fiber,North,0,0,0,0,1,1
3004,57,96.35,5501.53,0,One year,Electronic check,Fiber,South,0,1,1,2,2,0
1239,17,82.61,1419.67,2,Month-to-month,Bank transfer,Fiber,North,0,1,1,1,2,0
111,53,91.79,4970.88,2,Month-to-month,Electronic check,DSL,North,0,1,2,2,1,0
4786,25,79.98,2008.17,2,Two year,Bank transfer,DSL,South,1,1,0,2,2,0
282,1,109.36,142.66,1,Month-to-month,Electronic check,Fiber,North,0,1,1,1,1,1
3706,32,58.64,1896.76,3,Month-to-month,Credit card,Fiber,South,0,1,0,1,1,0
276,41,98.98,4058.17,0,Month-to-month,Bank transfer,DSL,West,0,0,2,0,1,0
1424,43,58.36,2495.92,1,Month-to-month,Bank transfer,DSL,South,0,1,0,0,1,0
1787,67,93.87,6368.14,0,Month-to-month,Credit card,Fiber,South,1,1,0,2,2,0
2449,11,100.87,1223.3,0,One year,Credit card,Fiber,East,0,1,0,0,2,0
327,52,71.14,3736.03,0,Two year,Credit card,DSL,South,0,1,1,2,1,0
2929,26,101.87,2653.11,3,Month-to-month,Electronic check,DSL,East,0,1,2,0,1,0
3740,56,77.74,4312.51,1,Month-to-month,Bank transfer,Fiber,North,0,1,2,0,1,0
4506,9,93.78,836.03,2,Month-to-month,Bank transfer,Fiber,East,1,1,1,1,0,0
907,23,85.14,1993.49,2,Month-to-month,Bank transfer,Fiber,East,1,1,1,1,0,0
1921,71,102.3,7309.83,4,Month-to-month,Bank transfer,Fiber,North,0,0,1,2,2,0
3904,36,92.68,3308.11,2,Month-to-month,Electronic check,Fiber,West,0,1,0,2,1,0
4946,34,76.65,2626.27,1,Two year,Electronic check,DSL,East,0,1,2,0,2,0
1769,60,93.33,5621.65,3,Month-to-month,Bank transfer,DSL,South,0,0,0,2,2,0
950,15,86.59,1243.88,0,Month-to-month,Bank transfer,DSL,West,1,1,2,2,2,0
176,23,69.43,1613.92,2,Month-to-month,Electronic check,Fiber,West,0,1,2,1,1,0
4618,34,106.03,3583.73,0,Month-to-month,Electronic check,Fiber,South,1,0,0,0,2,1
3315,35,64.8,2240.1,1,Month-to-month,Electronic check,DSL,North,0,1,0,1,2,0
3303,61,58.73,3533.86,0,Month-to-month,Electronic check,None,North,1,0,1,1,0,0
2189,11,74.88,846.49,1,Month-to-month,Electronic check,DSL,North,0,0,1,0,1,0
466,34,90.73,3090.48,1,One year,Bank transfer,Fiber,North,1,0,1,1,0,0
1779,24,68.58,1608.55,0,Month-to-month,Electronic check,DSL,East,0,1,0,2,1,1
4647,63,63.44,4013.98,4,Two year,Credit card,DSL,West,1,0,2,0,1,0
1692,17,66.2,1123.62,1,Two year,Electronic check,Fiber,West,1,1,0,0,0,0
4953,67,95.53,6386.81,4,Month-to-month,Bank transfer,Fiber,South,1,0,1,0,1,0
442,21,78.66,1692.05,3,Month-to-month,Bank transfer,DSL,West,0,0,1,2,1,0
3863,42,79.42,3327.77,1,One year,Mailed check,DSL,West,0,1,0,2,2,0
171,48,68.3,3326.61,1,Month-to-month,Bank transfer,Fiber,South,0,0,1,0,1,0
405,45,66.93,3049.77,1,Two year,Credit card,DSL,East,0,0,2,1,1,0
4305,57,72.85,4155.43,1,Month-to-month,Electronic check,None,West,0,0,2,2,2,0
3868,64,92.58,5935.32,1,Month-to-month,Credit card,Fiber,East,0,0,0,0,2,1
956,3,58.73,110.02,0,Two year,Bank transfer,None,West,1,0,0,2,0,1
895,3,84.91,224.28,0,One year,Electronic check,Fiber,West,0,0,2,0,1,0
3788,41,75.37,3090.9,0,Month-to-month,Bank transfer,DSL,North,0,1,2,1,1,0
775,52,38.59,1944.46,5,Month-to-month,Electronic check,DSL,South,1,1,2,1,1,0
1346,16,100.62,1504.9,1,One year,Bank transfer,Fiber,North,1,1,0,2,2,0
1461,48,86.97,4169.07,2,One year,Electronic check,Fiber,South,1,0,2,2,0,0
1911,68,76.66,5196.74,0,Month-to-month,Bank transfer,Fiber,South,1,0,0,1,1,0
3884,66,65.68,4364.95,1,Month-to-month,Electronic check,DSL,East,1,0,0,0,2,0
587,47,85.13,4045.69,1,Month-to-month,Credit card,Fiber,North,0,0,2,1,0,0
